weight,subject,predicate,object,evaluated_sentence,makes_sense,confidence
mid,house,has,leg,It is NOT likely for house to have leg.,0.0,0.53
mid,head,has,nose,It is NOT likely for head to have nose.,0.0,0.85
mid,head,has,arm,It is NOT likely for head to have arm.,0.0,0.95
mid,head,has,leg,It is NOT likely for head to have leg.,0.0,0.56
mid,head,has,foot,It is NOT likely for head to have foot.,1.0,0.6
mid,head,has,hand,It is NOT likely for head to have hand.,1.0,0.79
mid,head,has,finger,It is NOT likely for head to have finger.,1.0,0.87
high,human,has,arm,It is likely for human to have arm.,1.0,0.95
high,animal,has,arm,It is likely for animal to have arm.,1.0,0.77
high,robot,has,arm,It is likely for robot to have arm.,1.0,0.93
high,machine,has,arm,It is likely for machine to have arm.,0.0,0.87
high,creature,has,arm,It is likely for creature to have arm.,1.0,0.87
high,boy,has,two arms,It is likely for boy to have two arms.,1.0,0.65
high,boy,has,two legs,It is likely for boy to have two legs.,1.0,0.54
high,boy,has,a torso,It is likely for boy to have a torso.,1.0,0.66
mid,pillow,has,arm,It is NOT likely for pillow to have arm.,1.0,0.9
mid,book,has,arm,It is NOT likely for book to have arm.,1.0,0.95
mid,cat,has,arm,It is NOT likely for cat to have arm.,1.0,0.94
mid,apple,has,arm,It is NOT likely for apple to have arm.,0.0,0.73
mid,ground,has,arm,It is NOT likely for ground to have arm.,1.0,0.95
mid,boy,has,girl,It is NOT likely for boy to have girl.,0.0,0.89
mid,boy,has,woman,It is NOT likely for boy to have woman.,1.0,0.95
mid,boy,has,man,It is NOT likely for boy to have man.,0.0,0.79
mid,boy,has,child,It is NOT likely for boy to have child.,0.0,0.8
mid,boy,has,baby,It is NOT likely for boy to have baby.,0.0,0.84
high,house,has,door,It is likely for house to have door.,1.0,0.95
high,car,has,door,It is likely for car to have door.,0.0,0.9
high,bus,has,door,It is likely for bus to have door.,1.0,0.68
high,train,has,door,It is likely for train to have door.,1.0,0.57
high,building,has,door,It is likely for building to have door.,1.0,0.6
high,train,has,the cars,It is likely for train to have the cars.,1.0,0.8
high,train,has,the tracks,It is likely for train to have the tracks.,1.0,0.95
high,train,has,the wheels,It is likely for train to have the wheels.,1.0,0.51
high,train,has,the passengers,It is likely for train to have the passengers.,1.0,0.94
mid,car,has,door,It is NOT likely for car to have door.,0.0,0.95
mid,house,has,door,It is NOT likely for house to have door.,0.0,0.95
mid,computer,has,door,It is NOT likely for computer to have door.,0.0,0.92
mid,phone,has,door,It is NOT likely for phone to have door.,0.0,0.53
mid,book,has,door,It is NOT likely for book to have door.,0.0,0.76
mid,train,has,people,It is NOT likely for train to have people.,0.0,0.93
mid,train,has,animal,It is NOT likely for train to have animal.,0.0,0.53
mid,train,has,box,It is NOT likely for train to have box.,1.0,0.61
mid,train,has,bag,It is NOT likely for train to have bag.,0.0,0.75
mid,train,has,tree,It is NOT likely for train to have tree.,1.0,0.74
high,person,has,ear,It is likely for person to have ear.,1.0,0.69
high,animal,has,ear,It is likely for animal to have ear.,1.0,0.95
high,phone,has,ear,It is likely for phone to have ear.,1.0,0.51
high,computer,has,ear,It is likely for computer to have ear.,1.0,0.95
high,machine,has,ear,It is likely for machine to have ear.,0.0,0.95
high,cow,has,it has hooves,It is likely for cow to have it has hooves.,1.0,0.54
high,cow,has,a tail,It is likely for cow to have a tail.,1.0,0.56
high,cow,has,and two horns,It is likely for cow to have and two horns.,1.0,0.95
mid,eye,has,ear,It is NOT likely for eye to have ear.,1.0,0.95
mid,nose,has,ear,It is NOT likely for nose to have ear.,1.0,0.69
mid,mouth,has,ear,It is NOT likely for mouth to have ear.,1.0,0.95
mid,tongue,has,ear,It is NOT likely for tongue to have ear.,1.0,0.95
mid,finger,has,ear,It is NOT likely for finger to have ear.,1.0,0.51
mid,cow,has,chicken,It is NOT likely for cow to have chicken.,1.0,0.95
mid,cow,has,duck,It is NOT likely for cow to have duck.,0.0,0.53
mid,cow,has,goose,It is NOT likely for cow to have goose.,0.0,0.84
mid,cow,has,turkey,It is NOT likely for cow to have turkey.,0.0,0.9
mid,cow,has,bird,It is NOT likely for cow to have bird.,0.0,0.95
high,face,has,hair,It is likely for face to have hair.,1.0,0.71
high,scalp,has,hair,It is likely for scalp to have hair.,0.0,0.77
high,animal,has,hair,It is likely for animal to have hair.,1.0,0.92
high,person,has,hair,It is likely for person to have hair.,0.0,0.64
high,arm,has,muscle,It is likely for arm to have muscle.,1.0,0.95
high,arm,has,bone,It is likely for arm to have bone.,1.0,0.91
high,arm,has,blood vessels,It is likely for arm to have blood vessels.,0.0,0.94
high,arm,has,nerves,It is likely for arm to have nerves.,0.0,0.59
high,arm,has,skin,It is likely for arm to have skin.,1.0,0.6
mid,plant,has,hair,It is NOT likely for plant to have hair.,1.0,0.57
mid,animal,has,hair,It is NOT likely for animal to have hair.,0.0,0.8
mid,mineral,has,hair,It is NOT likely for mineral to have hair.,1.0,0.95
mid,toy,has,hair,It is NOT likely for toy to have hair.,0.0,0.95
mid,furniture,has,hair,It is NOT likely for furniture to have hair.,1.0,0.77
mid,arm,has,mouth,It is NOT likely for arm to have mouth.,1.0,0.61
mid,arm,has,nose,It is NOT likely for arm to have nose.,0.0,0.75
mid,arm,has,eye,It is NOT likely for arm to have eye.,0.0,0.76
mid,arm,has,ear,It is NOT likely for arm to have ear.,0.0,0.66
mid,arm,has,hair,It is NOT likely for arm to have hair.,1.0,0.95
high,human,has,finger,It is likely for human to have finger.,1.0,0.57
high,animal,has,finger,It is likely for animal to have finger.,0.0,0.5
high,toy,has,finger,It is likely for toy to have finger.,1.0,0.94
high,baby,has,finger,It is likely for baby to have finger.,1.0,0.66
high,mannequin,has,finger,It is likely for mannequin to have finger.,0.0,0.92
high,woman,has,train,It is likely for woman to have train.,1.0,0.6
high,woman,has,building,It is likely for woman to have building.,0.0,0.55
high,woman,has,house,It is likely for woman to have house.,1.0,0.91
high,woman,has,car,It is likely for woman to have car.,1.0,0.95
high,woman,has,bus,It is likely for woman to have bus.,1.0,0.71
mid,cat,has,finger,It is NOT likely for cat to have finger.,1.0,0.86
mid,dog,has,finger,It is NOT likely for dog to have finger.,1.0,0.51
mid,tree,has,finger,It is NOT likely for tree to have finger.,1.0,0.63
mid,flower,has,finger,It is NOT likely for flower to have finger.,1.0,0.93
mid,house,has,finger,It is NOT likely for house to have finger.,1.0,0.66
mid,woman,has,money,It is NOT likely for woman to have money.,1.0,0.95
mid,woman,has,pencil,It is NOT likely for woman to have pencil.,0.0,0.9
mid,woman,has,paper,It is NOT likely for woman to have paper.,0.0,0.89
mid,woman,has,book,It is NOT likely for woman to have book.,0.0,0.95
mid,woman,has,computer,It is NOT likely for woman to have computer.,1.0,0.88
high,cat,has,tail,It is likely for cat to have tail.,1.0,0.95
high,dog,has,tail,It is likely for dog to have tail.,1.0,0.6
high,rabbit,has,tail,It is likely for rabbit to have tail.,1.0,0.6
high,mouse,has,tail,It is likely for mouse to have tail.,0.0,0.6
high,lizard,has,tail,It is likely for lizard to have tail.,1.0,0.66
high,elephant,has,tusks,It is likely for elephant to have tusks.,1.0,0.95
high,elephant,has,trunk,It is likely for elephant to have trunk.,1.0,0.95
high,elephant,has,big ears,It is likely for elephant to have big ears.,0.0,0.55
high,elephant,has,big feet,It is likely for elephant to have big feet.,0.0,0.78
high,elephant,has,big body,It is likely for elephant to have big body.,1.0,0.95
mid,airplane,has,tail,It is NOT likely for airplane to have tail.,1.0,0.9
mid,car,has,tail,It is NOT likely for car to have tail.,1.0,0.93
mid,chair,has,tail,It is NOT likely for chair to have tail.,1.0,0.59
mid,desk,has,tail,It is NOT likely for desk to have tail.,1.0,0.53
mid,elephant,has,cat,It is NOT likely for elephant to have cat.,0.0,0.53
mid,elephant,has,rat,It is NOT likely for elephant to have rat.,1.0,0.59
mid,elephant,has,snake,It is NOT likely for elephant to have snake.,1.0,0.79
mid,elephant,has,chicken,It is NOT likely for elephant to have chicken.,1.0,0.95
mid,elephant,has,bird,It is NOT likely for elephant to have bird.,1.0,0.95
high,hair,on,face,It is likely to see hair on face.,0.0,0.73
high,eyes,on,face,It is likely to see eyes on face.,1.0,0.8
high,nose,on,face,It is likely to see nose on face.,1.0,0.79
high,mouth,on,face,It is likely to see mouth on face.,0.0,0.54
high,ears,on,face,It is likely to see ears on face.,1.0,0.57
high,hair,on,person,It is likely to see hair on person.,1.0,0.95
high,hair,on,animal,It is likely to see hair on animal.,1.0,0.66
high,hair,on,doll,It is likely to see hair on doll.,1.0,0.61
high,hair,on,toy,It is likely to see hair on toy.,1.0,0.61
high,hair,on,statue,It is likely to see hair on statue.,1.0,0.63
mid,eye,on,face,It is NOT likely to see eye on face.,1.0,0.54
mid,mouth,on,face,It is NOT likely to see mouth on face.,1.0,0.54
mid,nose,on,face,It is NOT likely to see nose on face.,0.0,0.95
mid,ear,on,face,It is NOT likely to see ear on face.,1.0,0.95
mid,hair,on,face,It is NOT likely to see hair on face.,0.0,0.95
mid,hair,on,elbow,It is NOT likely to see hair on elbow.,1.0,0.6
mid,hair,on,shoulder,It is NOT likely to see hair on shoulder.,0.0,0.95
mid,hair,on,knuckle,It is NOT likely to see hair on knuckle.,1.0,0.76
mid,hair,on,knee,It is NOT likely to see hair on knee.,1.0,0.71
mid,hair,on,ankle,It is NOT likely to see hair on ankle.,1.0,0.6
high,train,on,person,It is likely to see train on person.,1.0,0.6
high,sidewalk,on,person,It is likely to see sidewalk on person.,0.0,0.53
high,track,on,person,It is likely to see track on person.,0.0,0.71
high,street,on,person,It is likely to see street on person.,1.0,0.6
high,building,on,person,It is likely to see building on person.,1.0,0.95
high,jacket,on,person,It is likely to see jacket on person.,1.0,0.72
high,jacket,on,child,It is likely to see jacket on child.,0.0,0.6
high,jacket,on,man,It is likely to see jacket on man.,0.0,0.53
high,jacket,on,woman,It is likely to see jacket on woman.,1.0,0.95
high,jacket,on,baby,It is likely to see jacket on baby.,0.0,0.61
mid,stone,on,person,It is NOT likely to see stone on person.,1.0,0.54
mid,paper,on,person,It is NOT likely to see paper on person.,1.0,0.54
mid,book,on,person,It is NOT likely to see book on person.,0.0,0.56
mid,water,on,person,It is NOT likely to see water on person.,1.0,0.6
mid,air,on,person,It is NOT likely to see air on person.,0.0,0.95
mid,jacket,on,person,It is NOT likely to see jacket on person.,1.0,0.65
mid,jacket,on,animal,It is NOT likely to see jacket on animal.,0.0,0.95
mid,jacket,on,chair,It is NOT likely to see jacket on chair.,1.0,0.95
mid,jacket,on,ground,It is NOT likely to see jacket on ground.,0.0,0.53
high,home,on,man,It is likely to see home on man.,1.0,0.65
high,work,on,man,It is likely to see work on man.,1.0,0.6
high,school,on,man,It is likely to see school on man.,1.0,0.61
high,hospital,on,man,It is likely to see hospital on man.,1.0,0.51
high,church,on,man,It is likely to see church on man.,1.0,0.61
high,shirt,on,person,It is likely to see shirt on person.,1.0,0.59
high,shirt,on,child,It is likely to see shirt on child.,1.0,0.95
high,shirt,on,baby,It is likely to see shirt on baby.,1.0,0.63
high,shirt,on,man,It is likely to see shirt on man.,1.0,0.77
high,shirt,on,woman,It is likely to see shirt on woman.,1.0,0.63
mid,bird,on,man,It is NOT likely to see bird on man.,1.0,0.63
mid,fish,on,man,It is NOT likely to see fish on man.,1.0,0.61
mid,airplane,on,man,It is NOT likely to see airplane on man.,0.0,0.95
mid,banana,on,man,It is NOT likely to see banana on man.,0.0,0.51
mid,computer,on,man,It is NOT likely to see computer on man.,1.0,0.66
mid,shirt,on,pants,It is NOT likely to see shirt on pants.,1.0,0.59
mid,shirt,on,shoes,It is NOT likely to see shirt on shoes.,1.0,0.57
mid,shirt,on,socks,It is NOT likely to see shirt on socks.,0.0,0.59
mid,shirt,on,belt,It is NOT likely to see shirt on belt.,1.0,0.95
mid,shirt,on,tie,It is NOT likely to see shirt on tie.,0.0,0.53
high,dress,on,woman,It is likely to see dress on woman.,0.0,0.53
high,suit,on,woman,It is likely to see suit on woman.,0.0,0.55
high,skirt,on,woman,It is likely to see skirt on woman.,1.0,0.71
high,blouse,on,woman,It is likely to see blouse on woman.,0.0,0.87
high,high heels,on,woman,It is likely to see high heels on woman.,1.0,0.95
mid,Man,on,woman,It is NOT likely to see Man on woman.,0.0,0.81
mid,animal,on,woman,It is NOT likely to see animal on woman.,0.0,0.95
mid,plant,on,woman,It is NOT likely to see plant on woman.,0.0,0.95
mid,mineral,on,woman,It is NOT likely to see mineral on woman.,1.0,0.95
mid,object,on,woman,It is NOT likely to see object on woman.,1.0,0.59
mid,shirt,on,bird,It is NOT likely to see shirt on bird.,1.0,0.95
mid,shirt,on,banana,It is NOT likely to see shirt on banana.,1.0,0.54
mid,shirt,on,airplane,It is NOT likely to see shirt on airplane.,1.0,0.95
mid,shirt,on,computer,It is NOT likely to see shirt on computer.,0.0,0.95
mid,shirt,on,fork,It is NOT likely to see shirt on fork.,1.0,0.51
high,dish,on,plate,It is likely to see dish on plate.,1.0,0.95
high,food,on,plate,It is likely to see food on plate.,1.0,0.56
high,utensil,on,plate,It is likely to see utensil on plate.,1.0,0.95
high,table,on,plate,It is likely to see table on plate.,1.0,0.9
high,chair,on,plate,It is likely to see chair on plate.,0.0,0.55
high,leaf,on,oak,It is likely to see leaf on oak.,0.0,0.64
high,leaf,on,maple,It is likely to see leaf on maple.,1.0,0.54
high,leaf,on,elm,It is likely to see leaf on elm.,0.0,0.51
high,leaf,on,birch,It is likely to see leaf on birch.,1.0,0.58
high,leaf,on,pine,It is likely to see leaf on pine.,0.0,0.52
mid,hat,on,plate,It is NOT likely to see hat on plate.,1.0,0.94
mid,drawer,on,plate,It is NOT likely to see drawer on plate.,1.0,0.63
mid,vase,on,plate,It is NOT likely to see vase on plate.,1.0,0.54
mid,basket,on,plate,It is NOT likely to see basket on plate.,1.0,0.95
mid,leaf,on,wall,It is NOT likely to see leaf on wall.,0.0,0.73
mid,leaf,on,paper,It is NOT likely to see leaf on paper.,1.0,0.93
mid,leaf,on,ceiling,It is NOT likely to see leaf on ceiling.,1.0,0.95
mid,leaf,on,floor,It is NOT likely to see leaf on floor.,1.0,0.72
mid,leaf,on,furniture,It is NOT likely to see leaf on furniture.,1.0,0.54
mid,window,on,person,It is NOT likely to see window on person.,0.0,0.55
mid,box,on,person,It is NOT likely to see box on person.,1.0,0.6
mid,vase,on,person,It is NOT likely to see vase on person.,1.0,0.95
mid,basket,on,person,It is NOT likely to see basket on person.,1.0,0.65
high,grass,on,hill,It is likely to see grass on hill.,0.0,0.92
high,trees,on,hill,It is likely to see trees on hill.,0.0,0.55
high,dirt,on,hill,It is likely to see dirt on hill.,0.0,0.87
high,rocks,on,hill,It is likely to see rocks on hill.,0.0,0.6
high,flowers,on,hill,It is likely to see flowers on hill.,0.0,0.51
high,snow,on,ground,It is likely to see snow on ground.,1.0,0.61
high,snow,on,mountain,It is likely to see snow on mountain.,1.0,0.9
high,snow,on,car,It is likely to see snow on car.,1.0,0.6
high,snow,on,tree,It is likely to see snow on tree.,1.0,0.95
high,snow,on,house,It is likely to see snow on house.,1.0,0.95
mid,sky,on,hill,It is NOT likely to see sky on hill.,0.0,0.94
mid,house,on,hill,It is NOT likely to see house on hill.,0.0,0.95
mid,furniture,on,hill,It is NOT likely to see furniture on hill.,1.0,0.95
mid,book,on,hill,It is NOT likely to see book on hill.,1.0,0.54
mid,person,on,hill,It is NOT likely to see person on hill.,1.0,0.6
mid,snow,on,house,It is NOT likely to see snow on house.,1.0,0.51
mid,snow,on,person,It is NOT likely to see snow on person.,1.0,0.95
mid,snow,on,car,It is NOT likely to see snow on car.,1.0,0.71
mid,snow,on,truck,It is NOT likely to see snow on truck.,1.0,0.6
mid,snow,on,airplane,It is NOT likely to see snow on airplane.,0.0,0.55
high,light,on,pole,It is likely to see light on pole.,0.0,0.95
high,sign,on,pole,It is likely to see sign on pole.,1.0,0.54
high,flag,on,pole,It is likely to see flag on pole.,1.0,0.95
high,wire,on,pole,It is likely to see wire on pole.,0.0,0.79
high,plant,on,pole,It is likely to see plant on pole.,1.0,0.56
high,letter,on,train,It is likely to see letter on train.,1.0,0.6
high,letter,on,sidewalk,It is likely to see letter on sidewalk.,1.0,0.71
high,letter,on,track,It is likely to see letter on track.,1.0,0.95
high,letter,on,street,It is likely to see letter on street.,0.0,0.9
high,letter,on,building,It is likely to see letter on building.,1.0,0.95
mid,shoes,on,pole,It is NOT likely to see shoes on pole.,1.0,0.95
mid,pants,on,pole,It is NOT likely to see pants on pole.,0.0,0.61
mid,shirt,on,pole,It is NOT likely to see shirt on pole.,0.0,0.95
mid,dress,on,pole,It is NOT likely to see dress on pole.,0.0,0.95
mid,letter,on,window,It is NOT likely to see letter on window.,0.0,0.84
mid,letter,on,people,It is NOT likely to see letter on people.,1.0,0.74
mid,letter,on,rock,It is NOT likely to see letter on rock.,1.0,0.95
mid,letter,on,tree,It is NOT likely to see letter on tree.,1.0,0.92
mid,letter,on,jacket,It is NOT likely to see letter on jacket.,0.0,0.95
high,branches,on,tree,It is likely to see branches on tree.,0.0,0.61
high,leaves,on,tree,It is likely to see leaves on tree.,1.0,0.8
high,trunk,on,tree,It is likely to see trunk on tree.,0.0,0.95
high,bark,on,tree,It is likely to see bark on tree.,0.0,0.83
high,sap,on,tree,It is likely to see sap on tree.,0.0,0.66
mid,flower,on,tree,It is NOT likely to see flower on tree.,0.0,0.83
mid,bird,on,tree,It is NOT likely to see bird on tree.,0.0,0.52
mid,person,on,tree,It is NOT likely to see person on tree.,1.0,0.6
mid,house,on,tree,It is NOT likely to see house on tree.,1.0,0.84
mid,car,on,tree,It is NOT likely to see car on tree.,1.0,0.51
mid,leaf,on,flower,It is NOT likely to see leaf on flower.,1.0,0.71
mid,leaf,on,stone,It is NOT likely to see leaf on stone.,1.0,0.95
mid,leaf,on,book,It is NOT likely to see leaf on book.,1.0,0.95
mid,leaf,on,person,It is NOT likely to see leaf on person.,1.0,0.57
high,lamp,with,light,It is likely to see lamp with light.,1.0,0.54
high,flashlight,with,light,It is likely to see flashlight with light.,1.0,0.72
high,street light,with,light,It is likely to see streetlight with light.,1.0,0.54
high,car headlight,with,light,It is likely to see car headlight with light.,1.0,0.56
high,light bulb,with,light,It is likely to see light bulb with light.,1.0,0.95
high,building,with,sidewalk,It is likely to see building with sidewalk.,1.0,0.95
high,building,with,track,It is likely to see building with track.,0.0,0.83
high,building,with,street,It is likely to see building with street.,1.0,0.95
high,building,with,number,It is likely to see building with number.,1.0,0.91
high,building,with,window,It is likely to see building with window.,1.0,0.95
mid,dark,with,light,It is NOT likely to see dark with light.,1.0,0.63
mid,invisible,with,light,It is NOT likely to see invisible with light.,1.0,0.58
mid,blind,with,light,It is NOT likely to see blind with light.,0.0,0.95
mid,night,with,light,It is NOT likely to see night with light.,1.0,0.95
mid,lamp,with,light,It is NOT likely to see lamp with light.,0.0,0.53
mid,building,with,hat,It is NOT likely to see building with hat.,0.0,0.95
mid,building,with,car,It is NOT likely to see building with car.,0.0,0.94
mid,building,with,train,It is NOT likely to see building with train.,0.0,0.51
mid,building,with,mountain,It is NOT likely to see building with mountain.,1.0,0.6
mid,building,with,river,It is NOT likely to see building with river.,1.0,0.95
high,envelope,with,letter,It is likely to see envelope with letter.,0.0,0.69
high,card,with,letter,It is likely to see card with letter.,1.0,0.95
high,paper,with,letter,It is likely to see paper with letter.,1.0,0.6
high,letter,with,letter,It is likely to see letter with letter.,1.0,0.61
high,email,with,letter,It is likely to see email with letter.,1.0,0.95
high,sign,with,stop,It is likely to see sign with stop.,1.0,0.95
high,sign,with,yield,It is likely to see sign with yield.,1.0,0.72
high,sign,with,do not enter,It is likely to see sign with do not enter.,0.0,0.5
high,sign,with,one way,It is likely to see sign with one way.,1.0,0.57
high,sign,with,no parking,It is likely to see sign with no parking.,1.0,0.88
mid,number,with,letter,It is NOT likely to see number with letter.,0.0,0.95
mid,window,with,letter,It is NOT likely to see window with letter.,0.0,0.63
mid,people,with,letter,It is NOT likely to see people with letter.,0.0,0.95
mid,rock,with,letter,It is NOT likely to see rock with letter.,0.0,0.95
mid,tree,with,letter,It is NOT likely to see tree with letter.,0.0,0.55
mid,sign,with,plus,It is NOT likely to see sign with plus.,1.0,0.6
mid,sign,with,minus,It is NOT likely to see sign with minus.,0.0,0.88
mid,sign,with,equals,It is NOT likely to see sign with equals.,1.0,0.63
mid,sign,with,question mark,It is NOT likely to see sign with question mark.,0.0,0.51
mid,sign,with,exclamation mark,It is NOT likely to see sign with exclamation mark.,1.0,0.74
high,fruit,with,vegetable,It is likely to see fruit with vegetable.,1.0,0.72
high,meat,with,vegetable,It is likely to see meat with vegetable.,1.0,0.72
high,chicken,with,vegetable,It is likely to see chicken with vegetable.,1.0,0.79
high,rice,with,vegetable,It is likely to see rice with vegetable.,0.0,0.77
high,pasta,with,vegetable,It is likely to see pasta with vegetable.,1.0,0.75
high,plate,with,food,It is likely to see plate with food.,1.0,0.95
high,plate,with,drink,It is likely to see plate with drink.,1.0,0.95
high,plate,with,utensil,It is likely to see plate with utensil.,1.0,0.95
high,plate,with,table,It is likely to see plate with table.,1.0,0.58
high,plate,with,furniture,It is likely to see plate with furniture.,0.0,0.94
mid,meat,with,vegetable,It is NOT likely to see meat with vegetable.,0.0,0.95
mid,fruit,with,vegetable,It is NOT likely to see fruit with vegetable.,1.0,0.61
mid,cereal,with,vegetable,It is NOT likely to see cereal with vegetable.,1.0,0.6
mid,milk,with,vegetable,It is NOT likely to see milk with vegetable.,1.0,0.95
mid,egg,with,vegetable,It is NOT likely to see egg with vegetable.,1.0,0.95
mid,plate,with,window,It is NOT likely to see plate with window.,1.0,0.95
mid,plate,with,table,It is NOT likely to see plate with table.,1.0,0.86
mid,plate,with,hat,It is NOT likely to see plate with hat.,1.0,0.71
mid,plate,with,book,It is NOT likely to see plate with book.,1.0,0.93
mid,plate,with,pencil,It is NOT likely to see plate with pencil.,1.0,0.76
high,food,with,knife,It is likely to see food with knife.,1.0,0.57
high,food,with,fork,It is likely to see food with fork.,1.0,0.95
high,food,with,chopsticks,It is likely to see food with chopsticks.,0.0,0.66
high,food,with,spoon,It is likely to see food with spoon.,0.0,0.95
high,food,with,plate,It is likely to see food with plate.,1.0,0.55
mid,chicken,with,vegetable,It is NOT likely to see chicken with vegetable.,1.0,0.95
mid,beef,with,vegetable,It is NOT likely to see beef with vegetable.,0.0,0.81
mid,pork,with,vegetable,It is NOT likely to see pork with vegetable.,1.0,0.95
mid,fish,with,vegetable,It is NOT likely to see fish with vegetable.,1.0,0.95
mid,food,with,knife,It is NOT likely to see food with knife.,1.0,0.95
mid,food,with,fork,It is NOT likely to see food with fork.,1.0,0.63
mid,food,with,spoon,It is NOT likely to see food with spoon.,0.0,0.53
mid,food,with,chopsticks,It is NOT likely to see food with chopsticks.,1.0,0.95
mid,food,with,plate,It is NOT likely to see food with plate.,1.0,0.95
high,stop,with,sign,It is likely to see stop with sign.,1.0,0.95
high,danger,with,sign,It is likely to see danger with sign.,0.0,0.69
high,yield,with,sign,It is likely to see yield with sign.,1.0,0.6
high,exit,with,sign,It is likely to see exit with sign.,1.0,0.95
high,no parking,with,sign,It is likely to see no parking with sign.,1.0,0.95
high,pole,with,sign,It is likely to see pole with sign.,0.0,0.74
high,pole,with,light,It is likely to see pole with light.,1.0,0.95
high,pole,with,wire,It is likely to see pole with wire.,0.0,0.53
high,pole,with,plant,It is likely to see pole with plant.,1.0,0.69
mid,board,with,sign,It is NOT likely to see board with sign.,0.0,0.53
mid,pen,with,sign,It is NOT likely to see pen with sign.,0.0,0.95
mid,table,with,sign,It is NOT likely to see table with sign.,1.0,0.95
mid,paper,with,sign,It is NOT likely to see paper with sign.,1.0,0.79
mid,book,with,sign,It is NOT likely to see book with sign.,1.0,0.71
mid,pole,with,Usually,It is NOT likely to see pole with Usually.,0.0,0.64
mid,pole,with,window,It is NOT likely to see pole with window.,0.0,0.88
mid,pole,with,curtain,It is NOT likely to see pole with curtain.,0.0,0.74
mid,pole,with,rope,It is NOT likely to see pole with rope.,0.0,0.95
mid,pole,with,door,It is NOT likely to see pole with door.,0.0,0.53
mid,pole,with,table,It is NOT likely to see pole with table.,1.0,0.61
high,knife,with,food,It is likely to see knife with food.,1.0,0.57
high,fork,with,food,It is likely to see fork with food.,1.0,0.95
high,spoon,with,food,It is likely to see spoon with food.,1.0,0.95
high,chopsticks,with,food,It is likely to see chopsticks with food.,1.0,0.92
high,table,with,with a chair,It is likely to see table with a chair.,0.0,0.61
high,table,with,with a book,It is likely to see table with a book.,1.0,0.63
high,table,with,with a pen,It is likely to see table with a pen.,0.0,0.6
high,table,with,with a paper,It is likely to see table with a paper.,1.0,0.6
high,table,with,with a computer,It is likely to see table with a computer.,1.0,0.6
mid,water,with,food,It is NOT likely to see water with food.,1.0,0.54
mid,air,with,food,It is NOT likely to see air with food.,0.0,0.51
mid,shelter,with,food,It is NOT likely to see shelter with food.,0.0,0.95
mid,clothing,with,food,It is NOT likely to see clothing with food.,1.0,0.6
mid,sleep,with,food,It is NOT likely to see sleep with food.,0.0,0.95
mid,table,with,window,It is NOT likely to see table with window.,0.0,0.95
mid,table,with,people,It is NOT likely to see table with people.,0.0,0.82
mid,table,with,book,It is NOT likely to see table with book.,1.0,0.6
mid,table,with,vase,It is NOT likely to see table with vase.,0.0,0.74
mid,table,with,box,It is NOT likely to see table with box.,0.0,0.93
high,tree,with,leaf,It is likely to see tree with leaf.,1.0,0.87
high,plant,with,leaf,It is likely to see plant with leaf.,1.0,0.95
high,flower,with,leaf,It is likely to see flower with leaf.,0.0,0.95
high,bush,with,leaf,It is likely to see bush with leaf.,1.0,0.72
high,garden,with,leaf,It is likely to see garden with leaf.,0.0,0.6
mid,meat,with,leaf,It is NOT likely to see meat with leaf.,1.0,0.71
mid,book,with,leaf,It is NOT likely to see book with leaf.,0.0,0.53
mid,pencil,with,leaf,It is NOT likely to see pencil with leaf.,1.0,0.57
mid,computer,with,leaf,It is NOT likely to see computer with leaf.,1.0,0.57
mid,table,with,cat,It is NOT likely to see table with cat.,1.0,0.59
mid,table,with,lamp,It is NOT likely to see table with lamp.,1.0,0.95
mid,table,with,pencil,It is NOT likely to see table with pencil.,0.0,0.52
mid,table,with,phone,It is NOT likely to see table with phone.,0.0,0.61
high,library,with,book,It is likely to see library with book.,1.0,0.95
high,school,with,book,It is likely to see school with book.,1.0,0.51
high,desk,with,book,It is likely to see desk with book.,1.0,0.91
high,table,with,book,It is likely to see table with book.,1.0,0.94
high,bookshelf,with,book,It is likely to see bookshelf with book.,1.0,0.56
high,shelf,with,window,It is likely to see shelf with window.,1.0,0.6
high,shelf,with,door,It is likely to see shelf with door.,0.0,0.55
high,shelf,with,table,It is likely to see shelf with table.,1.0,0.71
high,shelf,with,counter,It is likely to see shelf with counter.,1.0,0.58
high,shelf,with,wall,It is likely to see shelf with wall.,1.0,0.94
mid,pen,with,book,It is NOT likely to see pen with book.,1.0,0.79
mid,paper,with,book,It is NOT likely to see paper with book.,0.0,0.84
mid,computer,with,book,It is NOT likely to see computer with book.,0.0,0.53
mid,phone,with,book,It is NOT likely to see phone with book.,1.0,0.6
mid,bookcase,with,book,It is NOT likely to see bookcase with book.,1.0,0.95
mid,shelf,with,window,It is NOT likely to see shelf with window.,1.0,0.95
mid,shelf,with,people,It is NOT likely to see shelf with people.,1.0,0.95
mid,shelf,with,rock,It is NOT likely to see shelf with rock.,0.0,0.53
mid,shelf,with,tree,It is NOT likely to see shelf with tree.,0.0,0.95
mid,shelf,with,jacket,It is NOT likely to see shelf with jacket.,0.0,0.95
high,fence,with,house,It is likely to see fence with house.,1.0,0.6
high,fence,with,garden,It is likely to see fence with garden.,0.0,0.9
high,fence,with,park,It is likely to see fence with park.,0.0,0.71
high,fence,with,farm,It is likely to see fence with farm.,1.0,0.95
high,fence,with,field,It is likely to see fence with field.,0.0,0.67
